creator_id,creator_name,brand_name,creator_niche,product_category,campaign_date,followers,avg_views,engagement_rate,product_price,discount_rate,campaign_duration_days,planned_posts,planned_live_sessions,products_promoted,historical_conversion_rate,brand_fit_score,creator_cost,gross_margin_rate,orders,gmv,revenue,source_file
sonxinh8386,sonxinh8386,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4936.0,446.0,0.04,1710000.0,0.0,30.0,1.0,0.0,2.0,0.02,70.0,1000000.0,0.35,1.0,3140602.43,3140602.43,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trinhtheu92,trinhtheu92,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1955.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,3000800.48,3000800.48,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
didireview_,didireview_,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4359.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2996812.33,2996812.33,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phimtruyentrungquoc3,phimtruyentrungquoc3,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1908.0,127.0,0.04,1710000.0,0.0,30.0,4.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2852221.17,2852221.17,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bichngoc_giadung,bichngoc_giadung,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2507.0,544.0,0.04,1710000.0,0.0,30.0,0.0,1.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2796755.44,2796755.44,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
bonsenabeauty,bonsenabeauty,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1443.0,98.14285714285714,0.04,1710000.0,0.0,30.0,7.0,0.0,27.0,0.02,70.0,1000000.0,0.35,1.0,2435289.97,2435289.97,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
.caigicungco1996,.caigicungco1996,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,915.0,133.0,0.04,1710000.0,0.0,30.0,0.0,7.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2398439.06,2398439.06,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
mebicoca,mebicoca,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1323.0,285.6666666666667,0.04,1710000.0,0.0,30.0,0.0,3.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2389984.83,2389984.83,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
n.tuyet.nhung,n.tuyet.nhung,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4033.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,2.0,0.02,70.0,1000000.0,0.35,1.0,2300380.23,2300380.23,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
meva_2be,meva_2be,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,98.0,1607.0,0.04,1710000.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2241048.47,2241048.47,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hauhauu1,hauhauu1,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6135.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2198230.62,2198230.62,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tran.beauty96,tran.beauty96,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5261.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2107972.39,2107972.39,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nhibang3022,nhibang3022,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,604.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,2107972.39,2107972.39,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lolemcity,lolemcity,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,74300.0,805.0,0.04,1710000.0,0.0,30.0,1.0,0.0,1.0,0.02,70.0,1857500.0,0.35,1.0,1994890.53,1994890.53,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
trinh.le1060,trinh.le1060,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7771.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1902141.28,1902141.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
letanhungtikkuk92,letanhungtikkuk92,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1434.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1902141.28,1902141.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thanhthao_mebone,thanhthao_mebone,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12100.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1902141.28,1902141.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phamthuy191078,phamthuy191078,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1626.0,157.33333333333334,0.04,1710000.0,0.0,30.0,0.0,6.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1902141.28,1902141.28,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
shopbakhang6868,shopbakhang6868,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,8810.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1824708.05,1824708.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hoaisansale,hoaisansale,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1703.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1824708.05,1824708.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
quincyshopne,quincyshopne,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3175.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1824708.05,1824708.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
linhlee23080,linhlee23080,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1456.0,21.0,0.04,1710000.0,0.0,30.0,3.0,0.0,3.0,0.02,70.0,1000000.0,0.35,1.0,1824708.05,1824708.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dinhthimien_97,dinhthimien_97,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2932.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1820793.13,1820793.13,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
shophoangbinh89,shophoangbinh89,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4023.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,1.0,1800080.05,1800080.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
cogaisuduabentre,cogaisuduabentre,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,723.0,23.823529411764707,0.04,1710000.0,0.0,30.0,34.0,0.0,20.0,0.02,70.0,1000000.0,0.35,1.0,1800080.05,1800080.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hp92_p2,hp92_p2,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2681.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,2.0,0.02,70.0,1000000.0,0.35,1.0,1800080.05,1800080.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dailybeauty19,dailybeauty19,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1155.0,280.0,0.04,1710000.0,0.0,30.0,0.0,2.0,2.0,0.02,70.0,1000000.0,0.35,0.0,1699050.97,1699050.97,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
than84m,than84m,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1281.0,85.66666666666667,0.04,1710000.0,0.0,30.0,0.0,3.0,1.0,0.02,70.0,1000000.0,0.35,0.0,1501289.3,1501289.3,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
.khnh.thy31,.khnh.thy31,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1091.0,204.3448275862069,0.04,1710000.0,0.0,30.0,29.0,0.0,14.0,0.02,70.0,1000000.0,0.35,0.0,1493167.54,1493167.54,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
messi_ngoc,messi_ngoc,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2459.0,126.9090909090909,0.04,1710000.0,0.0,30.0,11.0,0.0,2.0,0.02,70.0,1000000.0,0.35,0.0,1408535.02,1408535.02,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuonghi000,phuonghi000,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,24900.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,0.0,1397448.83,1397448.83,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kimdunng1,kimdunng1,Lubylab Official Mall,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4740.0,0.0,0.04,1710000.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,0.0,1397448.83,1397448.83,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ungthaimenuochoa,ungthaimenuochoa,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1900000.0,90328.75700934579,0.04,541850.0,0.0,30.0,11.0,96.0,69.0,0.02,70.0,47500000.0,0.35,53436.0,28954538404.57,28954538404.57,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kimtronsalan1994,kimtronsalan1994,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1200000.0,168758.8923076923,0.04,541850.0,0.0,30.0,1.0,64.0,71.0,0.02,70.0,30000000.0,0.35,48215.0,26125742533.23,26125742533.23,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kimloandonam,kimloandonam,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,27800.0,31262.91176470588,0.04,541850.0,0.0,30.0,1.0,33.0,20.0,0.02,70.0,1000000.0,0.35,851.0,461276182.56,461276182.56,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
my3hoa,my3hoa,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1085.0,1164.1290322580646,0.04,541850.0,0.0,30.0,12.0,19.0,71.0,0.02,70.0,1000000.0,0.35,704.0,381877547.82,381877547.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
perfumevip6,perfumevip6,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1936.0,882.0,0.04,541850.0,0.0,30.0,1.0,44.0,95.0,0.02,70.0,1000000.0,0.35,487.0,264165016.56,264165016.56,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
365pkaudio,365pkaudio,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7800.0,6029.532467532467,0.04,541850.0,0.0,30.0,1.0,153.0,10.0,0.02,70.0,1000000.0,0.35,390.0,211729378.87,211729378.87,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
quanrambo2019,quanrambo2019,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3318.0,10303.2,0.04,541850.0,0.0,30.0,0.0,5.0,10.0,0.02,70.0,1000000.0,0.35,389.0,211070323.18,211070323.18,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
kim.tron.sa.lan.1994.moi,kim.tron.sa.lan.1994.moi,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,74400.0,24196.0,0.04,541850.0,0.0,30.0,0.0,1.0,31.0,0.02,70.0,1860000.0,0.35,366.0,198728535.18,198728535.18,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
miale.0402,miale.0402,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1400000.0,210899.0,0.04,541850.0,0.0,30.0,0.0,4.0,17.0,0.02,70.0,35000000.0,0.35,260.0,140918688.11,140918688.11,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vuongluan286,vuongluan286,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2623.0,295.7894736842105,0.04,541850.0,0.0,30.0,0.0,19.0,1.0,0.02,70.0,1000000.0,0.35,204.0,110812189.69,110812189.69,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
yeuquatroi04,yeuquatroi04,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2626.0,3131.7672413793102,0.04,541850.0,0.0,30.0,2.0,114.0,12.0,0.02,70.0,1000000.0,0.35,196.0,106333342.23,106333342.23,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dieu_kim_3,dieu_kim_3,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,39400.0,36703.82692307692,0.04,541850.0,0.0,30.0,0.0,52.0,3.0,0.02,70.0,1000000.0,0.35,194.0,105446558.37,105446558.37,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
duvythai,duvythai,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3111.0,521.8,0.04,541850.0,0.0,30.0,0.0,40.0,2.0,0.02,70.0,1000000.0,0.35,120.0,65324202.61,65324202.61,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
xy.knh80,xy.knh80,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,12200.0,1360.9705882352941,0.04,541850.0,0.0,30.0,0.0,102.0,1.0,0.02,70.0,1000000.0,0.35,87.0,47498600.8,47498600.8,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngoccqdmsjq,ngoccqdmsjq,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4871.0,612.9444444444445,0.04,541850.0,0.0,30.0,0.0,36.0,20.0,0.02,70.0,1000000.0,0.35,86.0,46893391.08,46893391.08,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vuongdongho86,vuongdongho86,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,10100.0,426572.2,0.04,541850.0,0.0,30.0,0.0,5.0,5.0,0.02,70.0,1000000.0,0.35,68.0,37034050.36,37034050.36,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tvt.happy,tvt.happy,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1695.0,416.10714285714283,0.04,541850.0,0.0,30.0,39.0,17.0,14.0,0.02,70.0,1000000.0,0.35,54.0,29744412.8,29744412.8,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
huynhtoan_authentic,huynhtoan_authentic,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,563400.0,47385.59090909091,0.04,541850.0,0.0,30.0,0.0,22.0,7.0,0.02,70.0,14085000.0,0.35,53.0,28967380.43,28967380.43,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tu_tram_phu_quoc,tu_tram_phu_quoc,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,159800.0,0.0,0.04,541850.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,3995000.0,0.35,43.0,23691382.85,23691382.85,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
daobui738,daobui738,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1804.0,292.2692307692308,0.04,541850.0,0.0,30.0,0.0,26.0,2.0,0.02,70.0,1000000.0,0.35,42.0,22963578.01,22963578.01,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hngluxury2,hngluxury2,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,95100.0,54100.77777777778,0.04,541850.0,0.0,30.0,0.0,9.0,9.0,0.02,70.0,2377500.0,0.35,40.0,22005673.79,22005673.79,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vinameota,vinameota,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1711.0,188.84615384615384,0.04,541850.0,0.0,30.0,7.0,6.0,4.0,0.02,70.0,1000000.0,0.35,31.0,16914396.2,16914396.2,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuhuynh088,phuhuynh088,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,24800.0,314281.2,0.04,541850.0,0.0,30.0,0.0,5.0,7.0,0.02,70.0,1000000.0,0.35,26.0,14499770.58,14499770.58,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
beoo.riview,beoo.riview,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1615.0,3129.2549019607845,0.04,541850.0,0.0,30.0,8.0,43.0,8.0,0.02,70.0,1000000.0,0.35,26.0,14488978.59,14488978.59,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lenkff,lenkff,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1437.0,1838.5,0.04,541850.0,0.0,30.0,5.0,15.0,7.0,0.02,70.0,1000000.0,0.35,24.0,13191074.52,13191074.52,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
tuyentrnba,tuyentrnba,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2604.0,662.7735849056604,0.04,541850.0,0.0,30.0,3.0,50.0,5.0,0.02,70.0,1000000.0,0.35,23.0,12831815.55,12831815.55,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
angelastoreee,angelastoreee,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,15200.0,8122.741071428572,0.04,541850.0,0.0,30.0,0.0,112.0,6.0,0.02,70.0,1000000.0,0.35,23.0,12678121.7,12678121.7,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngc.hin.662,ngc.hin.662,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5737.0,590.3888888888889,0.04,541850.0,0.0,30.0,0.0,18.0,2.0,0.02,70.0,1000000.0,0.35,23.0,12595487.67,12595487.67,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
a.hoa.mobile,a.hoa.mobile,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,25200.0,9199.8,0.04,541850.0,0.0,30.0,0.0,10.0,1.0,0.02,70.0,1000000.0,0.35,22.0,12249083.58,12249083.58,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuthuyaffiliate,phuthuyaffiliate,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3128.0,1570.022346368715,0.04,541850.0,0.0,30.0,0.0,179.0,7.0,0.02,70.0,1000000.0,0.35,17.0,9219559.63,9219559.63,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lengocly07,lengocly07,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,20000.0,0.0,0.04,541850.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,16.0,9095781.29,9095781.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
shop_mai_duong,shop_mai_duong,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1879.0,0.0,0.04,541850.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,16.0,9092455.47,9092455.47,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
emsontaphoa20,emsontaphoa20,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1307.0,0.0,0.04,541850.0,0.0,30.0,0.0,0.0,1.0,0.02,70.0,1000000.0,0.35,16.0,8867090.47,8867090.47,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
haohoa.95,haohoa.95,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,7781.0,870.8703703703703,0.04,541850.0,0.0,30.0,0.0,54.0,5.0,0.02,70.0,1000000.0,0.35,15.0,8594034.39,8594034.39,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
huynhcam66,huynhcam66,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,4164.0,291.5,0.04,541850.0,0.0,30.0,0.0,2.0,5.0,0.02,70.0,1000000.0,0.35,15.0,8393035.82,8393035.82,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuongle71_,phuongle71_,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1286.0,343.0,0.04,541850.0,0.0,30.0,0.0,4.0,1.0,0.02,70.0,1000000.0,0.35,14.0,7702402.18,7702402.18,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hoale____,hoale____,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2578.0,0.0,0.04,541850.0,0.0,30.0,0.0,0.0,11.0,0.02,70.0,1000000.0,0.35,12.0,7001385.22,7001385.22,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
ngocthai9998,ngocthai9998,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,1126.0,277.0,0.04,541850.0,0.0,30.0,0.0,1.0,1.0,0.02,70.0,1000000.0,0.35,12.0,6647693.29,6647693.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
hp.vn46,hp.vn46,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,13600.0,3165.219298245614,0.04,541850.0,0.0,30.0,1.0,113.0,4.0,0.02,70.0,1000000.0,0.35,11.0,6289495.85,6289495.85,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
phuc.thi194,phuc.thi194,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2289.0,940.6296296296297,0.04,541850.0,0.0,30.0,0.0,27.0,9.0,0.02,70.0,1000000.0,0.35,11.0,6262737.29,6262737.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nguyn.ngn7012,nguyn.ngn7012,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2559.0,325.93548387096774,0.04,541850.0,0.0,30.0,0.0,31.0,13.0,0.02,70.0,1000000.0,0.35,11.0,6105289.05,6105289.05,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
n230601d,n230601d,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,2218.0,531.6666666666666,0.04,541850.0,0.0,30.0,0.0,3.0,8.0,0.02,70.0,1000000.0,0.35,9.0,5397652.66,5397652.66,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lacmatniemtin87,lacmatniemtin87,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,3138.0,622.9285714285714,0.04,541850.0,0.0,30.0,0.0,14.0,2.0,0.02,70.0,1000000.0,0.35,9.0,5222003.91,5222003.91,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dinhvangfc,dinhvangfc,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,8249.0,80.11111111111111,0.04,541850.0,0.0,30.0,0.0,18.0,9.0,0.02,70.0,1000000.0,0.35,8.0,4602632.76,4602632.76,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
taphoangochan8386,taphoangochan8386,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,190.0,265.0,0.04,541850.0,0.0,30.0,0.0,1.0,10.0,0.02,70.0,1000000.0,0.35,8.0,4578105.74,4578105.74,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
nuochoadanong,nuochoadanong,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,6402.0,281.0,0.04,541850.0,0.0,30.0,0.0,1.0,5.0,0.02,70.0,1000000.0,0.35,8.0,4471189.15,4471189.15,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
dangymshop,dangymshop,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,11900.0,6735.4,0.04,541850.0,0.0,30.0,0.0,10.0,1.0,0.02,70.0,1000000.0,0.35,7.0,4269634.69,4269634.69,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
oanhkieu1812,oanhkieu1812,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,43100.0,267.0,0.04,541850.0,0.0,30.0,0.0,2.0,1.0,0.02,70.0,1077500.0,0.35,7.0,4047350.29,4047350.29,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
lehaiminh866,lehaiminh866,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5307.0,114.8,0.04,541850.0,0.0,30.0,2.0,3.0,3.0,0.02,70.0,1000000.0,0.35,7.0,4043426.06,4043426.06,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
thaoca1990,thaoca1990,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,58900.0,3460.7894736842104,0.04,541850.0,0.0,30.0,0.0,76.0,2.0,0.02,70.0,1472500.0,0.35,7.0,3945049.14,3945049.14,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
de_lua1010,de_lua1010,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,5403.0,2261.988888888889,0.04,541850.0,0.0,30.0,19.0,71.0,6.0,0.02,70.0,1000000.0,0.35,6.0,3392660.51,3392660.51,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
vinhrose2002,vinhrose2002,KalaboTheLAb,Beauty & Personal Care,Beauty & Personal Care,2025-10-08,20900.0,2702.294117647059,0.04,541850.0,0.0,30.0,0.0,17.0,2.0,0.02,70.0,1000000.0,0.35,6.0,3319901.62,3319901.62,1. Data KOL/1. Data thu thập/Master_data_forML.xlsx
